,Gender,Mobile_Verified,Filled_Form,Device_Type,Var5
4763,0,0,1,1,0
4764,1,0,1,1,0
4765,0,0,0,1,0
4766,0,0,1,1,0
4767,1,1,1,1,1
4768,0,0,1,1,0
4769,0,0,1,1,0
4770,0,0,1,1,1
4771,1,1,1,1,1
4772,0,0,1,1,0
4773,1,1,1,1,1
4774,0,0,1,1,1
4775,1,1,1,1,1
4776,1,1,1,1,1
4777,1,1,1,1,0
4778,0,0,0,0,0
4779,1,1,1,1,1
4780,0,0,1,1,0
4781,0,0,0,0,0
4782,0,0,0,0,0
4783,1,1,1,1,1
4784,1,1,1,1,1
4785,0,0,1,1,0
4786,0,0,1,0,0
4787,0,0,1,1,0
4788,0,0,1,0,1
4789,0,0,1,1,0
4790,0,0,0,1,0
4791,0,0,1,1,0
4792,0,0,0,1,0
4793,1,1,1,1,1
4794,0,0,1,1,0
4795,1,1,1,1,1
4796,1,1,1,0,1
4797,1,1,1,1,1
4798,1,1,1,1,1
4799,0,0,0,1,0
4800,0,0,1,0,0
4801,0,0,1,0,0
4802,0,0,1,1,0
4803,1,1,1,1,0
4804,0,0,0,0,0
4805,0,0,1,1,1
4806,1,0,1,0,0
4807,0,0,0,1,0
4808,1,1,1,1,1
4809,1,0,1,1,0
4810,0,0,1,0,0
4811,1,1,1,1,0
4812,0,0,1,1,0
4813,0,0,0,0,0
4814,1,1,1,0,1
4815,0,0,0,1,0
4816,0,0,1,1,0
4817,0,0,0,1,0
4818,1,1,1,1,1
4819,1,1,1,1,1
4820,1,0,1,1,0
4821,1,0,1,0,0
4822,0,0,1,0,0
4823,1,1,1,1,1
4824,0,0,1,1,0
4825,0,0,1,1,0
4826,1,0,1,0,0
4827,0,0,0,0,0
4828,1,0,1,0,0
4829,0,0,1,1,0
4830,1,1,1,1,0
4831,0,0,1,1,0
4832,0,0,0,1,0
4833,1,0,0,0,0
4834,0,0,1,0,0
4835,0,0,0,1,0
4836,1,1,1,1,1
4837,0,0,1,1,0
4838,0,0,1,1,0
4839,0,0,0,0,0
4840,0,0,1,1,0
4841,1,0,1,1,0
4842,0,0,0,0,0
4843,1,1,1,1,1
4844,0,0,1,1,1
4845,1,1,1,1,1
4846,1,1,1,1,1
4847,1,1,1,1,1
4848,0,0,0,1,0
4849,0,0,1,1,0
4850,1,0,1,1,0
4851,1,1,1,0,1
4852,0,0,0,0,0
4853,1,1,1,1,1
4854,0,0,1,1,0
4855,0,0,0,1,0
4856,0,0,1,0,0
4857,1,0,0,0,0
4858,1,1,1,0,1
4859,0,0,1,1,0
4860,0,0,0,1,0
4861,0,0,0,0,0
4862,0,0,1,1,0
4863,1,1,1,1,0
4864,0,0,1,1,0
4865,0,0,1,1,1
4866,0,0,1,1,0
4867,0,0,1,1,0
4868,1,1,1,0,1
4869,0,0,1,1,0
4870,1,1,1,1,1
4871,0,0,1,0,1
4872,1,1,1,1,1
4873,0,0,1,1,0
4874,1,1,1,1,0
4875,1,1,1,1,1
4876,1,0,1,1,0
4877,1,1,1,1,0
4878,0,0,1,1,0
4879,1,1,1,0,1
4880,0,0,1,0,0
4881,0,0,0,1,0
4882,1,1,1,1,0
4883,0,0,0,0,0
4884,0,0,0,0,0
4885,1,0,0,1,0
4886,0,0,1,1,0
4887,1,1,1,1,1
4888,1,1,1,1,1
4889,1,0,1,1,0
4890,0,0,1,0,0
4891,0,0,0,1,0
4892,0,0,1,1,0
4893,1,1,1,1,1
4894,0,0,1,1,0
4895,0,0,0,0,0
4896,0,0,0,0,0
4897,1,0,1,1,0
4898,0,0,1,1,0
4899,0,0,1,1,0
4900,0,0,1,1,0
4901,1,1,1,0,1
4902,0,0,1,1,0
4903,1,1,1,1,1
4904,0,0,1,1,0
4905,1,1,1,1,1
4906,0,0,1,1,1
4907,1,1,1,1,1
4908,0,0,1,1,0
4909,1,1,1,0,1
4910,0,0,0,1,0
4911,1,1,1,1,0
4912,1,0,1,1,0
4913,1,0,1,1,0
4914,0,0,1,0,0
4915,0,0,1,0,0
4916,1,1,1,1,1
4917,0,0,1,0,0
4918,0,0,1,1,0
4919,0,0,0,1,0
4920,0,0,1,0,0
4921,0,0,1,1,1
4922,0,0,0,0,0
4923,1,1,1,1,1
4924,0,0,0,1,0
4925,0,0,1,1,0
4926,0,0,0,1,0
4927,0,0,1,1,0
4928,0,0,1,0,0
4929,1,0,0,1,0
4930,1,0,0,0,0
4931,0,0,0,1,0
4932,1,1,1,1,1
4933,1,0,1,1,0
4934,0,0,1,1,1
4935,0,0,0,1,0
4936,0,0,1,1,0
4937,1,0,0,0,0
4938,0,0,1,0,0
4939,1,0,1,1,0
4940,1,1,1,1,1
4941,0,0,1,0,0
4942,1,0,0,0,0
4943,0,0,1,1,1
4944,1,1,1,1,0
4945,1,1,1,1,0
4946,0,0,0,0,0
4947,1,1,1,1,0
4948,1,1,1,1,1
4949,0,0,1,1,0
4950,1,1,1,1,1
4951,0,0,1,0,0
4952,0,0,0,1,0
4953,0,0,0,0,0
4954,0,0,0,0,0
4955,0,0,0,0,0
4956,0,0,1,1,0
4957,0,0,1,1,0
4958,1,1,1,1,1
4959,0,0,0,0,0
4960,1,1,1,1,1
4961,0,0,1,1,0
4962,1,0,1,1,0
4963,0,0,0,1,0
4964,0,0,1,1,1
4965,0,0,1,1,0
4966,1,1,1,1,1
4967,0,0,1,1,0
4968,0,0,1,1,0
4969,1,1,1,1,1
4970,1,1,1,1,1
4971,0,0,1,1,1
4972,1,1,1,1,0
4973,1,0,0,1,0
4974,0,0,1,1,0
4975,0,0,1,1,1
4976,0,0,1,1,1
4977,0,0,1,1,0
4978,0,0,1,0,0
4979,0,0,0,1,0
4980,0,0,1,1,1
4981,0,0,1,1,0
4982,0,0,1,1,0
4983,0,0,1,1,0
4984,1,1,1,1,1
4985,1,1,1,1,0
4986,1,1,1,1,0
4987,0,0,1,1,0
4988,1,1,1,0,1
4989,1,1,1,0,1
4990,0,0,1,1,0
4991,1,1,1,1,1
4992,1,1,1,1,1
4993,1,1,1,1,1
4994,0,0,1,0,0
4995,1,1,1,1,0
4996,1,1,1,1,1
4997,0,0,1,0,0
4998,0,0,1,1,0
4999,1,1,1,0,1
5000,0,0,1,1,0
5001,1,1,1,1,1
5002,1,1,1,1,1
5003,1,1,1,1,1
5004,0,0,1,1,0
5005,0,0,1,1,0
5006,1,0,1,1,0
5007,0,0,1,1,1
5008,0,0,1,1,1
5009,0,0,1,1,1
5010,1,1,1,1,0
5011,0,0,0,0,0
5012,1,1,1,1,0
5013,1,1,1,1,0
5014,1,1,1,1,0
5015,0,0,1,1,0
5016,1,1,1,1,1
5017,0,0,0,1,0
5018,1,0,1,1,0
5019,0,0,0,0,0
5020,1,0,1,1,0
5021,0,0,1,1,0
5022,1,1,1,1,0
5023,0,0,1,1,1
5024,1,1,1,0,1
5025,1,1,1,0,1
5026,1,1,1,0,1
5027,0,0,0,1,0
5028,0,0,1,1,1
5029,0,0,0,0,0
5030,1,1,1,1,1
5031,1,1,1,0,1
5032,1,1,1,1,0
5033,0,0,0,1,0
5034,1,1,1,1,0
5035,0,0,1,0,0
5036,0,0,0,0,0
5037,1,1,1,1,1
5038,0,0,1,1,0
5039,1,1,1,1,1
5040,0,0,1,0,1
5041,0,0,0,0,0
5042,1,1,1,1,1
5043,0,0,1,0,0
5044,1,1,1,1,1
5045,0,0,1,1,0
5046,0,0,1,0,0
5047,1,0,0,1,0
5048,0,0,0,1,0
5049,0,0,1,1,1
5050,0,0,1,0,0
5051,0,0,1,1,0
5052,0,0,1,0,0
5053,0,0,1,1,0
5054,1,1,1,1,1
5055,1,0,0,0,0
5056,1,1,1,1,1
5057,1,1,1,1,1
5058,0,0,0,0,0
5059,1,1,1,1,1
5060,1,0,1,1,0
5061,1,1,1,1,1
5062,1,1,1,1,1
5063,0,0,1,0,0
5064,0,0,1,1,0
5065,1,1,1,0,1
5066,0,0,1,1,0
5067,0,0,1,0,0
5068,0,0,1,1,0
5069,1,1,1,0,1
5070,0,0,0,1,0
5071,1,1,1,1,1
5072,0,0,0,0,0
5073,0,0,1,1,0
5074,0,0,1,1,0
5075,1,1,1,1,1
5076,0,0,0,0,0
5077,0,0,1,1,0
5078,1,0,0,0,0
5079,0,0,0,1,0
5080,1,1,1,0,1
5081,0,0,1,0,0
5082,0,0,0,0,0
5083,0,0,1,1,0
5084,0,0,1,1,0
5085,1,0,1,1,0
5086,0,0,0,0,0
5087,0,0,0,0,0
5088,1,1,1,1,1
5089,0,0,1,0,0
5090,1,1,1,1,1
5091,0,0,1,1,1
5092,1,1,1,1,1
5093,0,0,1,0,0
5094,1,1,1,1,0
5095,0,0,0,1,0
5096,1,1,1,1,1
5097,0,0,0,1,0
5098,1,1,1,0,1
5099,0,0,1,1,0
5100,0,0,0,0,0
5101,1,1,1,1,1
5102,0,0,1,1,0
5103,0,0,1,1,1
5104,1,1,1,1,1
5105,0,0,1,1,0
5106,1,1,1,1,1
5107,0,0,1,1,1
5108,1,1,1,1,0
5109,1,1,1,1,0
5110,1,1,1,1,0
5111,1,0,1,1,0
5112,1,0,0,1,0
5113,1,0,1,1,0
5114,0,0,0,1,0
5115,0,0,1,1,0
5116,1,1,1,1,1
5117,0,0,0,0,0
5118,0,0,0,1,0
5119,0,0,1,1,0
5120,0,0,1,0,0
5121,0,0,0,1,0
5122,0,0,1,1,1
5123,0,0,1,1,0
5124,0,0,0,0,0
5125,0,0,1,1,0
5126,1,1,1,1,0
5127,0,0,1,0,0
5128,0,0,1,1,1
5129,0,0,0,1,0
5130,1,1,1,1,1
5131,0,0,1,0,0
5132,0,0,1,1,0
5133,0,0,0,1,0
5134,0,0,1,1,0
5135,1,1,1,1,1
5136,0,0,0,0,0
5137,1,0,0,0,0
5138,0,0,1,1,1
5139,0,0,1,0,0
5140,0,0,1,1,0
5141,0,0,1,1,0
5142,1,1,1,0,1
5143,1,1,1,1,1
5144,0,0,1,1,0
5145,1,0,0,1,0
5146,0,0,1,1,0
5147,0,0,1,1,0
5148,0,0,1,1,0
5149,1,1,1,1,1
5150,0,0,0,1,0
5151,0,0,1,1,1
5152,0,0,1,1,0
5153,0,0,1,1,0
5154,1,1,1,1,1
5155,1,1,1,1,1
5156,1,1,1,1,0
5157,0,0,0,1,0
5158,0,0,1,0,0
5159,0,0,0,1,0
5160,0,0,0,1,0
5161,1,1,1,1,0
5162,1,0,0,1,0
5163,1,0,1,0,0
5164,1,1,1,1,1
5165,0,0,0,1,0
5166,0,0,1,0,0
5167,0,0,0,1,0
5168,0,0,1,1,0
5169,0,0,1,1,0
5170,1,1,1,1,1
5171,0,0,0,1,0
5172,0,0,1,1,0
5173,1,0,1,1,0
5174,0,0,1,0,0
5175,0,0,1,1,0
5176,0,0,1,1,0
5177,1,1,1,1,1
5178,0,0,0,0,0
5179,0,0,1,0,0
5180,1,1,1,1,1
5181,1,1,1,1,1
5182,1,1,1,1,1
5183,1,1,1,1,1
5184,0,0,0,1,0
5185,0,0,0,0,0
5186,1,1,1,1,1
5187,0,0,1,1,0
5188,0,0,1,0,0
5189,0,0,1,1,0
5190,0,0,1,1,0
5191,1,0,1,1,0
5192,0,0,1,1,0
5193,1,0,1,0,0
5194,0,0,1,1,0
5195,0,0,1,1,0
5196,0,0,1,0,0
5197,0,0,1,1,0
5198,1,1,1,1,1
5199,0,0,1,1,1
5200,0,0,1,0,0
5201,1,0,1,0,0
5202,1,1,1,1,1
5203,0,0,0,1,0
5204,0,0,0,0,0
5205,0,0,1,0,0
5206,0,0,1,1,0
5207,1,1,1,0,1
5208,0,0,1,0,0
5209,1,1,1,1,1
5210,1,1,1,1,1
5211,1,1,1,1,0
5212,0,0,0,1,0
5213,0,0,0,0,0
5214,0,0,0,0,0
5215,0,0,0,0,0
5216,0,0,0,1,0
5217,0,0,0,1,0
5218,0,0,1,1,0
5219,0,0,0,1,0
5220,0,0,0,1,0
5221,1,1,1,1,1
5222,0,0,1,1,0
5223,0,0,0,0,0
5224,0,0,1,1,1
5225,0,0,1,1,0
5226,0,0,1,0,0
5227,1,1,1,0,1
5228,0,0,0,1,0
5229,0,0,1,1,0
5230,0,0,1,0,0
5231,0,0,0,1,0
5232,0,0,1,1,0
5233,0,0,1,1,0
5234,0,0,1,1,1
5235,0,0,1,1,0
5236,1,1,1,1,1
5237,0,0,0,1,0
5238,1,1,1,1,0
5239,1,1,1,1,1
5240,0,0,0,1,0
5241,0,0,0,0,0
5242,1,1,1,1,1
5243,1,1,1,1,1
5244,0,0,1,1,0
5245,0,0,1,0,0
5246,1,1,1,1,1
5247,1,1,1,1,1
5248,0,0,0,0,0
5249,0,0,0,0,0
5250,1,0,1,1,0
5251,1,1,1,1,1
5252,1,0,1,1,0
5253,1,1,1,1,1
5254,1,1,1,1,1
5255,0,0,1,1,0
5256,0,0,1,1,0
5257,1,1,1,0,1
5258,0,0,0,1,0
5259,0,0,0,0,0
5260,0,0,1,1,0
5261,1,1,1,1,1
5262,1,1,1,1,1
5263,1,1,1,1,1
5264,0,0,1,1,0
5265,0,0,0,0,0
5266,1,1,1,1,1
5267,1,1,1,1,1
5268,0,0,1,1,0
5269,0,0,0,0,0
5270,0,0,1,1,0
5271,0,0,1,1,0
5272,1,1,1,1,1
5273,0,0,0,1,0
5274,0,0,1,1,0
5275,1,1,1,1,0
5276,0,0,0,0,0
5277,0,0,1,1,0
5278,0,0,0,0,0
5279,1,1,1,1,0
5280,0,0,1,1,0
5281,0,0,1,1,0
5282,1,1,1,1,0
5283,0,0,1,1,0
5284,1,1,1,1,1
5285,1,1,1,1,0
5286,1,0,1,1,0
5287,0,0,1,1,0
5288,1,1,1,1,1
5289,1,0,0,0,0
5290,1,1,1,1,1
5291,1,1,1,1,0
5292,0,0,0,0,0
5293,1,0,1,1,0
5294,0,0,1,1,0
5295,0,0,1,1,0
5296,1,1,1,1,0
5297,0,0,0,0,0
5298,1,1,1,1,1
5299,1,0,0,1,0
5300,1,1,1,0,1
5301,1,0,0,1,0
5302,1,1,1,1,1
5303,0,0,1,1,1
5304,0,0,1,1,0
5305,0,0,1,1,0
5306,0,0,1,1,0
5307,0,0,1,0,0
5308,0,0,0,1,0
5309,0,0,1,1,0
5310,1,1,1,1,1
5311,0,0,1,1,0
5312,0,0,1,1,0
5313,0,0,1,1,0
5314,0,0,0,1,0
5315,1,0,1,0,0
5316,0,0,1,1,0
5317,1,1,1,1,1
5318,0,0,0,1,0
5319,0,0,1,0,0
5320,0,0,0,0,0
5321,1,1,1,1,1
5322,1,1,1,1,1
5323,0,0,1,0,0
5324,1,1,1,1,0
5325,0,0,1,1,0
5326,1,1,1,1,1
5327,0,0,1,1,0
5328,1,1,1,1,1
5329,0,0,1,1,0
5330,1,0,0,0,0
5331,0,0,0,0,0
5332,1,1,1,1,1
5333,1,0,1,1,0
5334,0,0,0,0,0
5335,1,1,1,1,1
5336,1,1,1,1,1
5337,0,0,0,1,0
5338,1,1,1,1,0
5339,0,0,1,1,0
5340,1,1,1,1,1
5341,1,1,1,1,0
5342,0,0,1,0,0
5343,0,0,1,1,1
5344,1,1,1,1,1
5345,0,0,0,1,0
5346,0,0,0,1,0
5347,0,0,0,1,0
5348,1,1,1,1,1
5349,1,1,1,1,1
5350,1,1,1,1,1
5351,0,0,1,0,0
5352,1,1,1,1,1
5353,0,0,1,1,0
5354,1,1,1,1,1
5355,1,1,1,1,1
5356,0,0,1,1,0
5357,0,0,1,1,1
5358,0,0,1,1,0
5359,1,1,1,0,1
5360,0,0,1,1,1
5361,1,1,1,1,1
5362,0,0,1,0,0
5363,1,1,1,1,1
5364,1,1,1,1,1
5365,0,0,1,0,0
5366,1,0,1,1,0
5367,0,0,0,1,0
5368,0,0,0,1,0
5369,0,0,1,1,0
5370,0,0,0,0,0
5371,0,0,0,1,0
5372,0,0,0,1,0
5373,1,0,0,0,0
5374,0,0,0,0,0
5375,1,1,1,1,1
5376,1,1,1,0,1
5377,1,1,1,1,1
5378,0,0,1,1,0
5379,0,0,1,1,0
5380,0,0,1,1,1
5381,0,0,1,1,0
5382,0,0,0,0,0
5383,0,0,1,1,1
5384,0,0,0,1,0
5385,1,1,1,1,1
5386,1,1,1,0,1
5387,0,0,1,1,0
5388,1,1,1,1,0
5389,1,1,1,1,0
5390,0,0,0,0,0
5391,0,0,0,0,0
5392,0,0,1,1,0
5393,0,0,1,0,0
5394,1,1,1,1,1
5395,1,1,1,0,1
5396,0,0,1,0,0
5397,0,0,1,1,0
5398,0,0,1,1,0
5399,1,1,1,1,1
5400,0,0,1,1,0
5401,1,1,1,1,1
5402,0,0,1,1,0
5403,0,0,0,1,0
5404,0,0,0,0,0
5405,1,1,1,1,1
5406,0,0,1,1,0
5407,1,1,1,0,1
5408,1,0,1,0,0
5409,0,0,0,1,0
5410,0,0,0,1,0
5411,0,0,1,1,0
5412,0,0,0,1,0
5413,0,0,1,1,0
5414,1,1,1,1,1
5415,1,1,1,0,1
5416,0,0,0,0,0
5417,0,0,0,0,0
5418,1,1,1,1,1
5419,0,0,1,1,0
5420,1,1,1,0,1
5421,1,1,1,1,1
5422,0,0,1,1,1
5423,0,0,1,1,0
5424,1,1,1,1,1
5425,0,0,0,1,0
5426,1,1,1,1,1
5427,0,0,1,1,1
5428,1,1,1,1,1
5429,0,0,1,1,0
5430,0,0,0,0,0
5431,0,0,1,1,0
5432,1,1,1,1,1
5433,0,0,1,1,0
5434,0,0,0,1,0
5435,0,0,0,0,0
5436,0,0,1,1,0
5437,0,0,0,1,0
5438,0,0,1,1,0
5439,1,1,1,1,1
5440,0,0,1,0,0
5441,1,1,1,1,0
5442,0,0,1,1,0
5443,0,0,1,1,0
5444,0,0,0,0,0
5445,0,0,1,1,0
5446,1,1,1,0,1
5447,0,0,1,1,1
5448,0,0,1,1,0
5449,1,1,1,0,1
5450,0,0,1,1,0
5451,0,0,1,1,0
5452,0,0,1,1,0
5453,0,0,0,0,0
5454,1,1,1,1,1
5455,0,0,0,0,0
5456,1,1,1,1,1
5457,0,0,0,0,0
5458,0,0,1,1,0
5459,1,1,1,1,1
5460,1,1,1,1,1
5461,0,0,1,1,1
5462,1,1,1,1,0
5463,0,0,1,0,0
5464,0,0,0,1,0
5465,0,0,1,1,0
5466,0,0,1,1,0
5467,1,1,1,1,1
5468,0,0,1,1,0
5469,1,1,1,0,1
5470,0,0,0,1,0
5471,0,0,0,0,0
5472,1,1,1,1,1
5473,1,1,1,1,1
5474,0,0,0,0,0
5475,0,0,0,0,0
5476,1,1,1,1,0
5477,0,0,1,1,0
5478,0,0,1,0,0
5479,0,0,0,0,0
5480,0,0,0,0,0
5481,1,1,1,1,1
5482,1,1,1,1,0
5483,0,0,1,1,0
5484,1,1,1,1,1
5485,1,0,0,1,0
5486,0,0,1,1,0
5487,0,0,1,0,0
5488,1,1,1,0,1
5489,1,1,1,1,1
5490,0,0,1,1,0
5491,0,0,1,0,0
5492,1,1,1,1,1
5493,0,0,1,1,0
5494,0,0,1,1,0
5495,1,1,1,1,0
5496,1,1,1,1,1
5497,0,0,1,1,0
5498,1,1,1,1,1
5499,1,1,1,1,1
5500,1,1,1,1,1
5501,0,0,1,1,0
5502,1,1,1,1,1
5503,1,1,1,1,1
5504,1,1,1,1,1
5505,0,0,0,1,0
5506,0,0,1,1,0
5507,1,1,1,1,1
5508,0,0,1,1,0
5509,0,0,0,1,0
5510,1,1,1,1,1
5511,0,0,0,1,0
5512,0,0,0,1,0
5513,1,1,1,1,1
5514,0,0,0,0,0
5515,0,0,0,1,0
5516,0,0,1,1,0
5517,1,1,1,1,1
5518,0,0,1,1,0
5519,0,0,1,1,0
5520,1,1,1,1,1
5521,0,0,1,1,1
5522,1,1,1,1,1
5523,0,0,1,1,1
5524,0,0,1,0,0
5525,0,0,1,1,1
5526,0,0,1,1,0
5527,1,0,0,0,0
5528,1,1,1,0,1
5529,1,1,1,1,1
5530,0,0,0,0,0
5531,0,0,1,0,0
5532,1,1,1,0,1
5533,1,1,1,1,1
5534,1,0,1,1,0
5535,1,1,1,1,1
5536,0,0,0,0,0
5537,0,0,1,1,0
5538,0,0,1,1,0
5539,1,1,1,1,1
5540,0,0,1,1,0
5541,0,0,1,1,1
5542,0,0,0,0,0
5543,1,1,1,1,1
5544,0,0,0,1,0
5545,0,0,0,0,0
5546,1,0,1,1,0
5547,1,1,1,1,1
5548,1,1,1,1,1
5549,0,0,0,1,0
5550,0,0,1,1,0
5551,0,0,1,1,0
5552,0,0,0,0,0
5553,0,0,0,0,0
5554,0,0,1,1,0
5555,1,0,1,1,0
5556,1,1,1,0,1
5557,1,1,1,1,1
5558,0,0,0,1,0
5559,0,0,0,0,0
5560,0,0,1,1,1
5561,1,1,1,1,1
5562,0,0,0,1,0
5563,1,1,1,1,1
5564,0,0,1,1,0
5565,0,0,1,1,0
5566,0,0,1,1,1
5567,1,1,1,1,1
5568,0,0,1,1,0
5569,1,1,1,1,1
5570,0,0,1,1,1
5571,0,0,1,1,0
5572,1,1,1,1,0
5573,1,1,1,0,1
5574,0,0,1,1,0
5575,0,0,1,0,0
5576,0,0,1,1,0
5577,0,0,1,1,0
5578,0,0,1,1,0
5579,1,1,1,0,1
5580,1,1,1,1,1
5581,1,1,1,1,1
5582,0,0,1,0,0
5583,1,1,1,1,1
5584,1,1,1,0,1
5585,0,0,1,1,0
5586,0,0,0,1,0
5587,0,0,1,1,0
5588,1,0,1,0,0
5589,0,0,0,0,0
5590,1,1,1,1,1
5591,1,1,1,1,0
5592,1,1,1,1,0
5593,1,0,1,0,0
5594,1,1,1,1,1
5595,0,0,0,1,0
5596,1,1,1,1,1
5597,1,1,1,1,0
5598,0,0,1,1,0
5599,1,1,1,1,1
5600,1,1,1,1,1
5601,0,0,0,0,0
5602,1,1,1,1,1
5603,1,1,1,1,1
5604,1,0,0,1,0
5605,1,1,1,1,1
5606,0,0,1,1,0
5607,0,0,1,1,0
5608,1,1,1,1,1
5609,0,0,1,1,0
5610,0,0,1,1,0
5611,0,0,0,1,0
5612,1,1,1,1,1
5613,0,0,1,1,0
5614,0,0,0,1,0
5615,0,0,1,1,0
5616,1,1,1,1,1
5617,0,0,1,1,0
5618,0,0,1,0,0
5619,0,0,1,0,0
5620,0,0,1,1,0
5621,1,1,1,1,1
5622,1,1,1,1,0
5623,0,0,1,1,1
5624,1,1,1,1,1
5625,1,1,1,1,1
5626,0,0,0,0,0
5627,0,0,0,0,0
5628,1,0,1,0,0
5629,0,0,1,0,0
5630,1,1,1,0,1
5631,1,1,1,1,0
5632,0,0,1,1,0
5633,1,1,1,1,1
5634,0,0,1,0,0
5635,0,0,1,1,0
5636,0,0,1,1,0
5637,0,0,1,1,0
5638,0,0,1,1,0
5639,0,0,0,0,0
5640,1,1,1,1,1
5641,0,0,1,1,0
5642,0,0,1,1,0
5643,1,1,1,1,0
5644,1,1,1,0,1
5645,1,0,0,0,0
5646,0,0,1,1,0
5647,0,0,0,0,0
5648,1,0,0,0,0
5649,0,0,1,1,0
5650,1,1,1,1,1
5651,1,1,1,1,1
5652,0,0,1,1,1
5653,1,1,1,1,1
5654,0,0,1,1,0
5655,1,1,1,1,1
5656,1,1,1,0,1
5657,1,0,0,1,0
5658,0,0,1,1,0
5659,0,0,1,1,1
5660,0,0,1,1,0
5661,1,1,1,1,1
5662,0,0,1,0,0
5663,1,1,1,1,1
5664,1,1,1,1,1
5665,1,1,1,1,1
5666,0,0,0,1,0
5667,1,0,0,0,0
5668,0,0,1,1,0
5669,0,0,1,1,0
5670,0,0,1,1,0
5671,1,1,1,1,1
5672,1,1,1,1,1
5673,0,0,1,1,0
5674,1,1,1,1,1
5675,1,1,1,1,1
5676,1,1,1,0,1
5677,0,0,1,0,1
5678,0,0,1,0,0
5679,0,0,1,1,0
5680,1,0,0,1,0
5681,0,0,1,1,0
5682,1,0,0,1,0
5683,1,1,1,1,0
5684,0,0,1,1,1
5685,0,0,1,1,0
5686,1,0,1,0,0
5687,0,0,1,1,0
5688,0,0,1,1,0
5689,0,0,0,1,0
5690,1,1,1,1,0
5691,0,0,0,1,0
5692,0,0,1,1,0
5693,1,1,1,1,1
5694,1,0,1,1,0
5695,0,0,1,1,0
5696,0,0,0,0,0
5697,0,0,1,1,1
5698,0,0,1,1,0
5699,1,1,1,0,1
5700,0,0,1,1,0
5701,0,0,0,1,0
5702,0,0,1,0,0
5703,0,0,1,1,0
5704,1,1,1,1,1
5705,0,0,0,1,0
5706,1,0,1,1,0
5707,0,0,1,1,0
5708,1,1,1,1,0
5709,0,0,1,1,1
5710,0,0,1,1,0
5711,1,1,1,1,0
5712,0,0,1,0,0
5713,0,0,1,0,0
5714,0,0,1,0,0
5715,1,0,1,1,0
5716,0,0,1,1,0
5717,1,1,1,1,1
5718,0,0,1,0,0
5719,1,1,1,0,1
5720,0,0,1,1,0
5721,0,0,1,0,0
5722,1,1,1,1,0
5723,1,1,1,1,1
5724,1,1,1,1,1
5725,1,1,1,1,1
5726,0,0,0,1,0
5727,0,0,1,1,1
5728,0,0,1,1,1
5729,0,0,1,1,0
5730,0,0,1,1,1
5731,0,0,0,1,0
5732,1,1,1,0,1
5733,0,0,0,0,0
5734,0,0,1,1,0
5735,0,0,1,1,0
5736,0,0,0,1,0
5737,1,1,1,1,0
5738,0,0,1,1,0
5739,1,1,1,1,1
5740,1,0,0,1,0
5741,0,0,1,1,0
5742,1,1,1,1,0
5743,1,1,1,1,1
5744,1,1,1,1,1
5745,0,0,0,1,0
5746,1,1,1,1,1
5747,1,1,1,1,0
5748,0,0,0,0,0
5749,0,0,0,0,0
5750,0,0,1,1,0
5751,1,1,1,1,1
5752,1,1,1,1,1
5753,1,1,1,1,1
5754,0,0,1,0,0
5755,0,0,1,1,1
5756,0,0,0,0,0
5757,0,0,1,0,0
5758,0,0,1,0,0
5759,1,1,1,1,1
5760,1,1,1,1,0
5761,0,0,1,1,0
5762,1,0,1,1,0
5763,1,1,1,1,1
5764,1,1,1,1,1
5765,0,0,1,1,0
5766,0,0,1,1,0
5767,1,1,1,1,1
5768,0,0,1,1,0
5769,1,0,1,1,0
5770,0,0,1,0,0
5771,0,0,1,1,0
5772,1,0,0,1,0
5773,0,0,1,1,0
5774,1,1,1,1,1
5775,0,0,0,0,0
5776,1,1,1,1,1
5777,0,0,0,0,0
5778,0,0,0,0,0
5779,0,0,1,1,0
5780,0,0,0,1,0
5781,0,0,1,1,0
5782,1,1,1,1,1
5783,1,1,1,1,1
5784,0,0,1,1,0
5785,1,1,1,0,1
5786,0,0,1,1,1
5787,1,1,1,1,0
5788,0,0,1,1,0
5789,1,1,1,0,1
5790,1,1,1,1,1
5791,0,0,1,1,0
5792,1,1,1,1,1
5793,0,0,1,1,0
5794,0,0,1,1,1
5795,1,1,1,1,0
5796,0,0,1,0,0
5797,0,0,0,1,0
5798,0,0,1,1,0
5799,0,0,0,0,0
5800,1,0,1,1,0
5801,1,1,1,1,1
5802,0,0,0,1,0
5803,1,1,1,1,1
5804,0,0,0,1,0
5805,1,1,1,1,1
5806,0,0,1,0,0
5807,1,1,1,0,1
5808,1,0,0,1,0
5809,1,1,1,1,1
5810,1,0,1,1,0
5811,1,1,1,1,1
5812,0,0,1,0,0
5813,0,0,0,1,0
5814,1,1,1,1,1
5815,1,1,1,1,1
5816,0,0,1,1,0
5817,0,0,1,1,0
5818,1,0,0,1,0
5819,0,0,1,1,0
5820,1,1,1,0,1
5821,1,1,1,1,1
5822,0,0,1,1,0
5823,0,0,1,1,0
5824,0,0,0,0,0
5825,0,0,0,1,0
5826,0,0,1,0,0
5827,0,0,0,1,0
5828,1,1,1,1,1
5829,0,0,0,0,0
5830,0,0,1,0,0
5831,0,0,1,1,0
5832,0,0,1,0,0
5833,0,0,0,0,0
5834,0,0,0,0,0
5835,1,1,1,0,1
5836,1,0,1,1,0
