,Age
17356,41.0
17357,29.0
17358,29.0
17359,26.0
17360,23.0
17361,36.0
17362,28.0
17363,43.0
17364,29.0
17365,34.0
17366,35.0
17367,27.0
17368,29.0
17369,27.0
17370,29.0
17371,31.0
17372,34.0
17373,39.0
17374,35.0
17375,24.0
17376,24.0
17377,43.0
17378,32.0
17379,29.0
17380,27.0
17381,29.0
17382,40.0
17383,36.0
17384,41.0
17385,24.0
17386,38.0
17387,32.0
17388,25.0
17389,30.0
17390,23.0
17391,26.0
17392,27.0
17393,31.0
17394,30.0
17395,48.0
17396,21.0
17397,40.0
17398,31.0
17399,37.0
17400,19.0
17401,59.0
17402,26.0
17403,26.0
17404,27.0
17405,34.0
17406,28.0
17407,26.0
17408,32.0
17409,32.0
17410,25.0
17411,29.0
17412,23.0
17413,25.0
17414,36.0
17415,40.0
17416,43.0
17417,54.0
17418,31.0
17419,32.0
17420,25.0
17421,37.0
17422,25.0
17423,46.0
17424,33.0
17425,34.0
17426,31.0
17427,32.0
17428,41.0
17429,26.0
17430,31.0
17431,21.0
17432,22.0
17433,28.0
17434,43.0
17435,26.0
17436,27.0
17437,24.0
17438,28.0
17439,29.0
17440,33.0
17441,30.0
17442,29.0
17443,25.0
17444,41.0
17445,25.0
17446,29.0
17447,30.0
17448,28.0
17449,30.0
17450,28.0
17451,25.0
17452,28.0
17453,27.0
17454,28.0
17455,24.0
17456,28.0
17457,30.0
17458,22.0
17459,24.0
17460,56.0
17461,32.0
17462,35.0
17463,24.0
17464,27.0
17465,26.0
17466,27.0
17467,28.0
17468,23.0
17469,28.0
17470,42.0
17471,30.0
17472,25.0
17473,23.0
17474,36.0
17475,31.0
17476,32.0
17477,50.0
17478,26.0
17479,24.0
17480,27.0
17481,24.0
17482,35.0
17483,38.0
17484,44.0
17485,34.0
17486,25.0
17487,31.0
17488,28.0
17489,24.0
17490,30.0
17491,28.0
17492,43.0
17493,28.0
17494,27.0
17495,31.0
17496,29.0
17497,42.0
17498,30.0
17499,36.0
17500,38.0
17501,34.0
17502,23.0
17503,42.0
17504,40.0
17505,39.0
17506,32.0
17507,40.0
17508,35.0
17509,29.0
17510,29.0
17511,29.0
17512,30.0
17513,23.0
17514,30.0
17515,48.0
17516,36.0
17517,25.0
17518,39.0
17519,34.0
17520,31.0
17521,23.0
17522,29.0
17523,22.0
17524,33.0
17525,26.0
17526,30.0
17527,25.0
17528,29.0
17529,32.0
17530,24.0
17531,27.0
17532,29.0
17533,32.0
17534,36.0
17535,25.0
17536,31.0
17537,32.0
17538,31.0
17539,30.0
17540,29.0
17541,23.0
17542,43.0
17543,28.0
17544,32.0
17545,35.0
17546,30.0
17547,24.0
17548,36.0
17549,31.0
17550,25.0
17551,27.0
17552,25.0
17553,39.0
17554,32.0
17555,54.0
17556,23.0
17557,28.0
17558,33.0
17559,27.0
17560,30.0
17561,28.0
17562,26.0
17563,27.0
17564,24.0
17565,30.0
17566,21.0
17567,26.0
17568,37.0
17569,28.0
17570,35.0
17571,29.0
17572,59.0
17573,29.0
17574,29.0
17575,35.0
17576,31.0
17577,33.0
17578,28.0
17579,26.0
17580,30.0
17581,35.0
17582,23.0
17583,24.0
17584,29.0
17585,58.0
17586,27.0
17587,29.0
17588,28.0
17589,31.0
17590,31.0
17591,21.0
17592,37.0
17593,23.0
17594,24.0
17595,34.0
17596,25.0
17597,28.0
17598,23.0
17599,83.0
17600,24.0
17601,26.0
17602,22.0
17603,35.0
17604,30.0
17605,30.0
17606,29.0
17607,37.0
17608,25.0
17609,42.0
17610,25.0
17611,38.0
17612,39.0
17613,29.0
17614,40.0
17615,27.0
17616,28.0
17617,25.0
17618,41.0
17619,53.0
17620,27.0
17621,25.0
17622,34.0
17623,26.0
17624,28.0
17625,47.0
17626,35.0
17627,31.0
17628,30.0
17629,32.0
17630,27.0
17631,28.0
17632,36.0
17633,20.0
17634,61.0
17635,37.0
17636,25.0
17637,30.0
17638,22.0
17639,26.0
17640,43.0
17641,33.0
17642,25.0
17643,31.0
17644,27.0
17645,45.0
17646,31.0
17647,26.0
17648,28.0
17649,32.0
17650,21.0
17651,25.0
17652,23.0
17653,27.0
17654,26.0
17655,27.0
17656,22.0
17657,27.0
17658,30.0
17659,31.0
17660,36.0
17661,27.0
17662,28.0
17663,23.0
17664,30.0
17665,26.0
17666,29.0
17667,34.0
17668,28.0
17669,25.0
17670,42.0
17671,26.0
17672,35.0
17673,26.0
17674,27.0
17675,28.0
17676,36.0
17677,26.0
17678,31.0
17679,32.0
17680,35.0
17681,29.0
17682,28.0
17683,35.0
17684,26.0
17685,39.0
17686,40.0
17687,29.0
17688,31.0
17689,31.0
17690,38.0
17691,37.0
17692,70.0
17693,26.0
17694,25.0
17695,23.0
17696,27.0
17697,22.0
17698,37.0
17699,21.0
17700,29.0
17701,28.0
17702,28.0
17703,29.0
17704,25.0
17705,30.0
17706,34.0
17707,34.0
17708,48.0
17709,25.0
17710,35.0
17711,27.0
17712,31.0
17713,29.0
17714,37.0
17715,35.0
17716,36.0
17717,31.0
17718,25.0
17719,28.0
17720,35.0
17721,21.0
17722,35.0
17723,26.0
17724,32.0
17725,29.0
17726,29.0
17727,22.0
17728,27.0
17729,26.0
17730,35.0
17731,24.0
17732,29.0
17733,28.0
17734,28.0
17735,30.0
17736,29.0
17737,21.0
17738,35.0
17739,23.0
17740,51.0
17741,41.0
17742,24.0
17743,24.0
17744,27.0
17745,27.0
17746,33.0
17747,37.0
17748,23.0
17749,38.0
17750,32.0
17751,40.0
17752,29.0
17753,25.0
17754,41.0
17755,29.0
17756,20.0
17757,25.0
17758,35.0
17759,23.0
17760,33.0
17761,27.0
17762,23.0
17763,24.0
17764,31.0
17765,26.0
17766,29.0
17767,31.0
17768,29.0
17769,35.0
17770,42.0
17771,35.0
17772,27.0
17773,25.0
17774,22.0
17775,23.0
17776,31.0
17777,28.0
17778,26.0
17779,36.0
17780,41.0
17781,45.0
17782,34.0
17783,26.0
17784,20.0
17785,29.0
17786,22.0
17787,33.0
17788,24.0
17789,43.0
17790,54.0
17791,25.0
17792,27.0
17793,38.0
17794,55.0
17795,40.0
17796,29.0
17797,26.0
17798,24.0
17799,24.0
17800,28.0
17801,41.0
17802,28.0
17803,28.0
17804,27.0
17805,32.0
17806,38.0
17807,32.0
17808,20.0
17809,29.0
17810,25.0
17811,29.0
17812,30.0
17813,24.0
17814,23.0
17815,23.0
17816,29.0
17817,25.0
17818,26.0
17819,42.0
17820,22.0
17821,32.0
17822,24.0
17823,35.0
17824,32.0
17825,35.0
17826,25.0
17827,34.0
17828,24.0
17829,31.0
17830,37.0
17831,30.0
17832,29.0
17833,25.0
17834,26.0
17835,25.0
17836,31.0
17837,28.0
17838,32.0
17839,31.0
17840,29.0
17841,35.0
17842,26.0
17843,29.0
17844,57.0
17845,30.0
17846,31.0
17847,23.0
17848,30.0
17849,29.0
17850,45.0
17851,28.0
17852,27.0
17853,25.0
17854,28.0
17855,33.0
17856,31.0
17857,26.0
17858,27.0
17859,29.0
17860,32.0
17861,27.0
17862,32.0
17863,35.0
17864,23.0
17865,27.0
17866,29.0
17867,24.0
17868,27.0
17869,25.0
17870,27.0
17871,25.0
17872,30.0
17873,29.0
17874,32.0
17875,23.0
17876,27.0
17877,29.0
17878,30.0
17879,33.0
17880,34.0
17881,27.0
17882,26.0
17883,33.0
17884,23.0
17885,30.0
17886,32.0
17887,24.0
17888,23.0
17889,24.0
17890,28.0
17891,29.0
17892,35.0
17893,39.0
17894,32.0
17895,40.0
17896,54.0
17897,26.0
17898,24.0
17899,25.0
17900,40.0
17901,26.0
17902,23.0
17903,43.0
17904,30.0
17905,26.0
17906,25.0
17907,33.0
17908,35.0
17909,29.0
17910,20.0
17911,25.0
17912,32.0
17913,29.0
17914,26.0
17915,31.0
17916,25.0
17917,23.0
17918,25.0
17919,30.0
17920,24.0
17921,28.0
17922,36.0
17923,27.0
17924,48.0
17925,37.0
17926,32.0
17927,27.0
17928,25.0
17929,47.0
17930,26.0
17931,29.0
17932,26.0
17933,27.0
17934,29.0
17935,21.0
17936,28.0
17937,34.0
17938,33.0
17939,44.0
17940,43.0
17941,28.0
17942,64.0
17943,28.0
17944,31.0
17945,29.0
17946,24.0
17947,31.0
17948,28.0
17949,27.0
17950,29.0
17951,29.0
17952,26.0
17953,29.0
17954,25.0
17955,33.0
17956,29.0
17957,24.0
17958,39.0
17959,32.0
17960,39.0
17961,40.0
17962,27.0
17963,28.0
17964,24.0
17965,29.0
17966,28.0
17967,27.0
17968,48.0
17969,86.0
17970,27.0
17971,36.0
17972,29.0
17973,48.0
17974,29.0
17975,28.0
17976,26.0
17977,35.0
17978,33.0
17979,25.0
17980,25.0
17981,33.0
17982,36.0
17983,23.0
17984,35.0
17985,48.0
17986,28.0
17987,21.0
17988,31.0
17989,26.0
17990,32.0
17991,29.0
17992,27.0
17993,41.0
17994,35.0
17995,30.0
17996,32.0
17997,32.0
17998,33.0
17999,23.0
18000,28.0
18001,32.0
18002,25.0
18003,22.0
18004,33.0
18005,22.0
18006,24.0
18007,32.0
18008,30.0
18009,37.0
18010,24.0
18011,39.0
18012,28.0
18013,26.0
18014,38.0
18015,45.0
18016,23.0
18017,31.0
18018,25.0
18019,36.0
18020,25.0
18021,31.0
18022,42.0
18023,33.0
18024,35.0
18025,36.0
18026,35.0
18027,24.0
18028,27.0
18029,55.0
18030,32.0
18031,24.0
18032,37.0
18033,28.0
18034,27.0
18035,27.0
18036,39.0
18037,27.0
18038,31.0
18039,45.0
18040,38.0
18041,22.0
18042,27.0
18043,26.0
18044,29.0
18045,30.0
18046,47.0
18047,28.0
18048,26.0
18049,27.0
18050,32.0
18051,38.0
18052,26.0
18053,36.0
18054,25.0
18055,27.0
18056,41.0
18057,34.0
18058,44.0
18059,29.0
18060,26.0
18061,35.0
18062,26.0
18063,24.0
18064,37.0
18065,32.0
18066,31.0
18067,27.0
18068,38.0
18069,33.0
18070,32.0
18071,45.0
18072,51.0
18073,30.0
18074,32.0
18075,28.0
18076,32.0
18077,23.0
18078,31.0
18079,26.0
18080,30.0
18081,25.0
18082,23.0
18083,22.0
18084,33.0
18085,29.0
18086,27.0
18087,23.0
18088,34.0
18089,24.0
18090,24.0
18091,24.0
18092,29.0
18093,37.0
18094,27.0
18095,22.0
18096,28.0
18097,22.0
18098,25.0
18099,45.0
18100,25.0
18101,29.0
18102,35.0
18103,40.0
18104,43.0
18105,27.0
18106,27.0
18107,26.0
18108,33.0
18109,29.0
18110,26.0
18111,31.0
18112,27.0
18113,40.0
18114,31.0
18115,22.0
18116,54.0
18117,20.0
18118,25.0
18119,30.0
18120,31.0
18121,22.0
18122,35.0
18123,29.0
18124,30.0
18125,35.0
18126,27.0
18127,24.0
18128,29.0
18129,32.0
18130,25.0
18131,31.0
18132,36.0
18133,26.0
18134,48.0
18135,26.0
18136,26.0
18137,32.0
18138,38.0
18139,52.0
18140,32.0
18141,27.0
18142,27.0
18143,35.0
18144,22.0
18145,25.0
18146,34.0
18147,27.0
18148,35.0
18149,27.0
18150,33.0
18151,31.0
18152,49.0
18153,30.0
18154,28.0
18155,28.0
18156,23.0
18157,27.0
18158,31.0
18159,28.0
18160,27.0
18161,34.0
18162,51.0
18163,26.0
18164,33.0
18165,25.0
18166,44.0
18167,29.0
18168,25.0
18169,34.0
18170,30.0
18171,34.0
18172,34.0
18173,24.0
18174,30.0
18175,32.0
18176,30.0
18177,31.0
18178,39.0
18179,35.0
18180,44.0
18181,33.0
18182,31.0
18183,26.0
18184,36.0
18185,31.0
18186,36.0
18187,25.0
18188,31.0
18189,30.0
18190,26.0
18191,38.0
18192,26.0
18193,27.0
18194,35.0
18195,33.0
18196,33.0
18197,34.0
18198,43.0
18199,30.0
18200,24.0
18201,38.0
18202,33.0
18203,26.0
18204,28.0
18205,22.0
18206,30.0
18207,46.0
18208,27.0
18209,28.0
18210,35.0
18211,23.0
18212,51.0
18213,41.0
18214,29.0
18215,31.0
18216,29.0
18217,31.0
18218,25.0
18219,33.0
18220,30.0
18221,44.0
18222,22.0
18223,35.0
18224,29.0
18225,34.0
18226,35.0
18227,21.0
18228,24.0
18229,26.0
18230,28.0
18231,27.0
18232,30.0
18233,31.0
18234,28.0
18235,30.0
18236,31.0
18237,34.0
18238,28.0
18239,35.0
18240,43.0
18241,33.0
18242,23.0
18243,35.0
18244,27.0
18245,45.0
18246,35.0
18247,29.0
18248,27.0
18249,28.0
18250,30.0
18251,38.0
18252,26.0
18253,28.0
18254,37.0
18255,30.0
18256,38.0
18257,29.0
18258,31.0
18259,33.0
18260,33.0
18261,32.0
18262,35.0
18263,26.0
18264,29.0
18265,30.0
18266,27.0
18267,26.0
18268,43.0
18269,30.0
18270,29.0
18271,23.0
18272,40.0
18273,44.0
18274,29.0
18275,21.0
18276,45.0
18277,25.0
18278,34.0
18279,25.0
18280,28.0
18281,33.0
18282,25.0
18283,33.0
18284,34.0
18285,34.0
18286,40.0
18287,55.0
18288,40.0
18289,30.0
18290,45.0
18291,41.0
18292,27.0
18293,29.0
18294,20.0
18295,28.0
18296,24.0
18297,22.0
18298,30.0
18299,27.0
18300,25.0
18301,32.0
18302,24.0
18303,29.0
18304,28.0
18305,54.0
18306,24.0
18307,37.0
18308,57.0
18309,30.0
18310,27.0
18311,28.0
18312,31.0
18313,25.0
18314,24.0
18315,43.0
18316,39.0
18317,33.0
18318,35.0
18319,31.0
18320,51.0
18321,45.0
18322,28.0
18323,45.0
18324,23.0
18325,23.0
18326,32.0
18327,26.0
18328,26.0
18329,41.0
18330,24.0
18331,28.0
18332,29.0
18333,24.0
18334,31.0
18335,30.0
18336,36.0
18337,35.0
18338,33.0
18339,28.0
18340,31.0
18341,32.0
18342,30.0
18343,27.0
18344,27.0
18345,26.0
18346,40.0
18347,29.0
18348,58.0
18349,29.0
18350,31.0
18351,39.0
18352,32.0
18353,25.0
18354,28.0
18355,22.0
18356,24.0
18357,23.0
18358,27.0
18359,30.0
18360,32.0
18361,41.0
18362,45.0
18363,26.0
18364,33.0
18365,25.0
18366,31.0
18367,31.0
18368,27.0
18369,28.0
18370,34.0
18371,21.0
18372,35.0
18373,33.0
18374,28.0
18375,30.0
18376,32.0
18377,27.0
18378,31.0
18379,27.0
18380,30.0
18381,23.0
18382,32.0
18383,22.0
18384,31.0
18385,31.0
18386,24.0
18387,28.0
18388,23.0
18389,27.0
18390,38.0
18391,25.0
18392,35.0
18393,37.0
18394,27.0
18395,34.0
18396,26.0
18397,44.0
18398,43.0
18399,22.0
18400,28.0
18401,38.0
18402,26.0
18403,25.0
18404,41.0
18405,31.0
18406,31.0
18407,33.0
18408,29.0
18409,31.0
18410,23.0
18411,26.0
18412,29.0
18413,30.0
18414,31.0
18415,21.0
18416,25.0
18417,27.0
18418,26.0
18419,28.0
18420,38.0
18421,29.0
18422,27.0
18423,28.0
18424,41.0
18425,20.0
18426,36.0
18427,24.0
18428,29.0
18429,30.0
18430,30.0
18431,28.0
18432,27.0
18433,28.0
18434,27.0
18435,37.0
18436,28.0
18437,28.0
18438,43.0
18439,29.0
18440,24.0
18441,28.0
18442,31.0
18443,30.0
18444,29.0
18445,32.0
18446,30.0
18447,30.0
18448,48.0
18449,24.0
18450,25.0
18451,40.0
18452,28.0
18453,22.0
18454,43.0
18455,33.0
18456,35.0
18457,27.0
18458,27.0
18459,36.0
18460,28.0
18461,21.0
18462,28.0
18463,35.0
18464,35.0
18465,54.0
18466,27.0
18467,32.0
18468,27.0
18469,43.0
18470,40.0
18471,54.0
18472,25.0
18473,25.0
18474,27.0
18475,27.0
18476,24.0
18477,23.0
18478,25.0
18479,27.0
18480,28.0
18481,24.0
18482,25.0
18483,30.0
18484,35.0
18485,35.0
18486,37.0
18487,37.0
18488,26.0
18489,27.0
18490,36.0
18491,26.0
18492,27.0
18493,28.0
18494,30.0
18495,27.0
18496,30.0
18497,39.0
18498,28.0
18499,27.0
18500,22.0
18501,31.0
18502,27.0
18503,44.0
18504,41.0
18505,29.0
18506,29.0
18507,34.0
18508,46.0
18509,26.0
18510,22.0
18511,45.0
18512,29.0
18513,28.0
18514,25.0
18515,19.0
18516,27.0
18517,23.0
18518,33.0
18519,32.0
18520,25.0
18521,28.0
18522,44.0
18523,32.0
18524,28.0
18525,30.0
18526,27.0
18527,24.0
18528,31.0
18529,32.0
18530,23.0
18531,25.0
18532,39.0
18533,31.0
18534,23.0
18535,25.0
18536,26.0
18537,33.0
18538,33.0
18539,27.0
18540,40.0
18541,29.0
18542,22.0
18543,34.0
18544,25.0
18545,33.0
18546,18.0
18547,37.0
18548,39.0
18549,36.0
18550,23.0
18551,23.0
18552,33.0
18553,26.0
18554,27.0
18555,27.0
18556,30.0
18557,29.0
18558,25.0
18559,36.0
18560,41.0
18561,27.0
18562,28.0
18563,27.0
18564,35.0
18565,32.0
18566,39.0
18567,29.0
18568,36.0
18569,33.0
18570,26.0
18571,26.0
18572,33.0
18573,24.0
18574,37.0
18575,27.0
18576,25.0
18577,43.0
18578,25.0
18579,33.0
18580,26.0
18581,25.0
18582,29.0
18583,28.0
18584,32.0
18585,25.0
18586,20.0
18587,24.0
18588,34.0
18589,24.0
18590,27.0
18591,23.0
18592,35.0
18593,32.0
18594,34.0
18595,27.0
18596,43.0
18597,25.0
18598,39.0
18599,25.0
18600,26.0
18601,28.0
18602,32.0
18603,45.0
18604,27.0
18605,22.0
18606,29.0
18607,32.0
18608,22.0
18609,50.0
18610,37.0
18611,27.0
18612,26.0
18613,43.0
18614,25.0
18615,29.0
18616,23.0
18617,45.0
18618,38.0
18619,27.0
18620,26.0
18621,27.0
18622,26.0
18623,28.0
18624,27.0
18625,29.0
18626,26.0
18627,40.0
18628,37.0
18629,27.0
18630,30.0
18631,26.0
18632,45.0
18633,27.0
18634,25.0
18635,32.0
18636,29.0
18637,22.0
18638,34.0
18639,32.0
18640,28.0
18641,34.0
18642,36.0
18643,24.0
18644,19.0
18645,33.0
18646,27.0
18647,39.0
18648,36.0
18649,32.0
18650,36.0
18651,23.0
18652,33.0
18653,29.0
18654,34.0
18655,30.0
18656,32.0
18657,27.0
18658,32.0
18659,33.0
18660,35.0
18661,30.0
18662,32.0
18663,39.0
18664,32.0
18665,31.0
18666,34.0
18667,31.0
18668,34.0
18669,25.0
18670,31.0
18671,40.0
18672,31.0
18673,27.0
18674,23.0
18675,22.0
18676,26.0
18677,37.0
18678,25.0
18679,25.0
18680,35.0
18681,27.0
18682,28.0
18683,22.0
18684,27.0
18685,24.0
18686,35.0
18687,23.0
18688,38.0
18689,26.0
18690,28.0
18691,30.0
18692,27.0
18693,27.0
18694,24.0
18695,27.0
18696,26.0
18697,26.0
18698,28.0
18699,22.0
18700,39.0
18701,29.0
18702,33.0
18703,35.0
18704,28.0
18705,26.0
18706,36.0
18707,30.0
18708,36.0
18709,42.0
18710,44.0
18711,26.0
18712,36.0
18713,25.0
18714,31.0
18715,31.0
18716,29.0
18717,30.0
18718,26.0
18719,34.0
18720,30.0
18721,34.0
18722,41.0
18723,31.0
18724,27.0
18725,33.0
18726,34.0
18727,27.0
18728,35.0
18729,28.0
18730,33.0
18731,24.0
18732,30.0
18733,42.0
18734,24.0
18735,57.0
18736,28.0
18737,29.0
18738,25.0
18739,26.0
18740,22.0
18741,29.0
18742,35.0
18743,36.0
18744,26.0
18745,25.0
18746,30.0
18747,29.0
18748,25.0
18749,22.0
18750,31.0
18751,27.0
18752,37.0
18753,33.0
18754,24.0
18755,25.0
18756,24.0
18757,35.0
18758,28.0
18759,23.0
18760,24.0
18761,33.0
18762,23.0
18763,28.0
18764,25.0
18765,26.0
18766,26.0
18767,25.0
18768,34.0
18769,24.0
18770,26.0
18771,26.0
18772,32.0
18773,22.0
18774,30.0
18775,32.0
18776,72.0
18777,31.0
18778,24.0
18779,25.0
18780,32.0
18781,47.0
18782,31.0
18783,31.0
18784,23.0
18785,32.0
18786,25.0
18787,31.0
18788,48.0
18789,28.0
18790,27.0
18791,35.0
18792,24.0
18793,23.0
18794,28.0
18795,31.0
18796,54.0
18797,25.0
18798,48.0
18799,31.0
18800,34.0
18801,23.0
18802,28.0
18803,27.0
18804,31.0
18805,27.0
18806,32.0
18807,33.0
18808,25.0
18809,36.0
18810,25.0
18811,27.0
18812,25.0
18813,30.0
18814,27.0
18815,30.0
18816,25.0
18817,36.0
18818,53.0
18819,25.0
18820,34.0
18821,33.0
18822,24.0
18823,40.0
18824,28.0
18825,34.0
18826,34.0
18827,53.0
18828,25.0
18829,25.0
18830,31.0
18831,33.0
18832,29.0
18833,33.0
18834,33.0
18835,20.0
18836,25.0
18837,22.0
18838,28.0
18839,36.0
18840,18.0
18841,27.0
18842,22.0
18843,31.0
18844,33.0
18845,24.0
18846,45.0
18847,28.0
18848,50.0
18849,27.0
18850,25.0
18851,28.0
18852,29.0
18853,29.0
18854,27.0
18855,23.0
18856,26.0
18857,34.0
18858,22.0
18859,30.0
18860,22.0
18861,26.0
18862,26.0
18863,32.0
18864,35.0
18865,33.0
18866,32.0
18867,26.0
18868,30.0
18869,31.0
18870,54.0
18871,27.0
18872,24.0
18873,30.0
18874,26.0
18875,35.0
18876,26.0
18877,24.0
18878,53.0
18879,37.0
18880,33.0
18881,37.0
18882,24.0
18883,26.0
18884,34.0
18885,29.0
18886,40.0
18887,47.0
18888,40.0
18889,25.0
18890,25.0
18891,25.0
18892,55.0
18893,24.0
18894,29.0
18895,23.0
18896,34.0
18897,22.0
18898,32.0
18899,34.0
18900,24.0
18901,33.0
18902,25.0
18903,45.0
18904,37.0
18905,29.0
18906,25.0
18907,34.0
18908,36.0
18909,25.0
18910,26.0
18911,25.0
18912,31.0
18913,26.0
18914,22.0
18915,36.0
18916,26.0
18917,33.0
18918,29.0
18919,34.0
18920,31.0
18921,28.0
18922,39.0
18923,27.0
18924,23.0
18925,24.0
18926,27.0
18927,26.0
18928,36.0
18929,29.0
18930,23.0
18931,27.0
18932,29.0
18933,32.0
18934,25.0
18935,34.0
18936,65.0
18937,27.0
18938,26.0
18939,31.0
18940,28.0
18941,27.0
18942,39.0
18943,36.0
18944,31.0
18945,27.0
18946,25.0
18947,42.0
18948,36.0
18949,25.0
18950,26.0
18951,33.0
18952,31.0
18953,29.0
18954,28.0
18955,26.0
18956,32.0
18957,35.0
18958,38.0
18959,24.0
18960,20.0
18961,27.0
18962,44.0
18963,26.0
18964,33.0
18965,25.0
18966,25.0
18967,35.0
18968,30.0
18969,23.0
18970,29.0
18971,28.0
18972,57.0
18973,28.0
18974,27.0
18975,27.0
18976,25.0
18977,32.0
18978,32.0
18979,23.0
18980,29.0
18981,26.0
18982,27.0
18983,40.0
18984,28.0
18985,28.0
18986,29.0
18987,22.0
18988,29.0
18989,26.0
18990,48.0
18991,36.0
18992,26.0
18993,31.0
18994,26.0
18995,26.0
18996,25.0
18997,57.0
18998,33.0
18999,32.0
19000,27.0
19001,24.0
19002,29.0
19003,27.0
19004,33.0
19005,21.0
19006,27.0
19007,30.0
19008,48.0
19009,24.0
19010,30.0
19011,32.0
19012,42.0
19013,28.0
19014,22.0
19015,50.0
19016,40.0
19017,44.0
19018,22.0
19019,30.0
19020,50.0
19021,48.0
19022,31.0
19023,22.0
19024,49.0
19025,40.0
19026,35.0
19027,35.0
19028,32.0
19029,45.0
19030,31.0
19031,24.0
19032,50.0
19033,26.0
19034,23.0
19035,29.0
19036,31.0
19037,22.0
19038,27.0
19039,36.0
19040,48.0
19041,26.0
19042,22.0
19043,31.0
19044,39.0
19045,48.0
19046,25.0
19047,27.0
19048,31.0
19049,27.0
19050,38.0
19051,29.0
19052,24.0
19053,25.0
19054,30.0
19055,28.0
19056,30.0
19057,35.0
19058,28.0
19059,24.0
19060,31.0
19061,32.0
19062,26.0
19063,29.0
19064,26.0
19065,25.0
19066,35.0
19067,37.0
19068,28.0
19069,27.0
19070,27.0
19071,30.0
19072,34.0
19073,25.0
19074,41.0
19075,33.0
19076,33.0
19077,33.0
19078,31.0
19079,27.0
19080,37.0
19081,37.0
19082,54.0
19083,28.0
19084,26.0
19085,31.0
19086,22.0
19087,39.0
19088,24.0
19089,33.0
19090,25.0
19091,31.0
19092,27.0
19093,28.0
19094,32.0
19095,26.0
19096,27.0
19097,31.0
19098,26.0
19099,26.0
19100,41.0
19101,26.0
19102,31.0
19103,26.0
19104,24.0
19105,54.0
19106,32.0
19107,24.0
19108,35.0
19109,45.0
19110,25.0
19111,26.0
19112,27.0
19113,35.0
19114,24.0
19115,36.0
19116,27.0
19117,30.0
19118,42.0
19119,30.0
19120,25.0
19121,27.0
19122,26.0
19123,25.0
19124,33.0
19125,28.0
19126,29.0
19127,37.0
19128,25.0
19129,25.0
19130,45.0
19131,38.0
19132,25.0
19133,22.0
19134,31.0
19135,35.0
19136,25.0
19137,24.0
19138,35.0
19139,38.0
19140,27.0
19141,36.0
19142,24.0
19143,29.0
19144,45.0
19145,37.0
19146,58.0
19147,37.0
19148,33.0
19149,34.0
19150,26.0
19151,30.0
19152,33.0
19153,23.0
19154,36.0
19155,26.0
19156,35.0
19157,35.0
19158,53.0
19159,20.0
19160,27.0
19161,28.0
19162,31.0
19163,33.0
19164,37.0
19165,23.0
19166,45.0
19167,30.0
19168,46.0
19169,47.0
19170,54.0
19171,30.0
19172,27.0
19173,27.0
19174,26.0
19175,30.0
19176,49.0
19177,27.0
19178,27.0
19179,37.0
19180,21.0
19181,41.0
19182,23.0
19183,33.0
19184,26.0
19185,30.0
19186,28.0
19187,29.0
19188,28.0
19189,31.0
19190,28.0
19191,29.0
19192,30.0
19193,39.0
19194,40.0
19195,25.0
19196,27.0
19197,29.0
19198,44.0
19199,30.0
19200,42.0
19201,26.0
19202,44.0
19203,29.0
19204,30.0
19205,25.0
19206,26.0
19207,23.0
19208,26.0
19209,34.0
19210,33.0
19211,67.0
19212,29.0
19213,28.0
19214,27.0
19215,26.0
19216,34.0
19217,41.0
19218,39.0
19219,29.0
19220,53.0
19221,35.0
19222,36.0
19223,25.0
19224,34.0
19225,39.0
19226,26.0
19227,35.0
19228,22.0
19229,31.0
19230,24.0
19231,33.0
19232,31.0
19233,30.0
19234,25.0
19235,47.0
19236,34.0
19237,49.0
19238,30.0
19239,24.0
19240,29.0
19241,32.0
19242,31.0
19243,23.0
19244,25.0
19245,25.0
19246,27.0
19247,31.0
19248,23.0
19249,28.0
19250,28.0
19251,21.0
19252,34.0
19253,27.0
19254,32.0
19255,27.0
19256,28.0
19257,31.0
19258,31.0
19259,25.0
19260,29.0
19261,31.0
19262,45.0
19263,30.0
19264,47.0
19265,25.0
19266,30.0
19267,27.0
19268,31.0
19269,27.0
19270,40.0
19271,51.0
19272,32.0
19273,30.0
19274,35.0
19275,26.0
19276,30.0
19277,33.0
19278,24.0
19279,31.0
19280,37.0
19281,27.0
19282,32.0
19283,29.0
19284,24.0
19285,31.0
19286,23.0
19287,26.0
19288,47.0
19289,23.0
19290,22.0
19291,32.0
19292,27.0
19293,35.0
19294,27.0
19295,28.0
19296,25.0
19297,26.0
19298,21.0
19299,36.0
19300,24.0
19301,22.0
19302,22.0
19303,23.0
19304,26.0
19305,23.0
19306,38.0
19307,34.0
19308,39.0
19309,29.0
19310,27.0
19311,31.0
19312,40.0
19313,48.0
19314,27.0
19315,100.0
19316,38.0
19317,21.0
19318,37.0
19319,31.0
19320,25.0
19321,38.0
19322,28.0
19323,31.0
19324,25.0
19325,32.0
19326,23.0
19327,30.0
19328,20.0
19329,49.0
19330,33.0
19331,30.0
19332,37.0
19333,26.0
19334,36.0
19335,29.0
19336,39.0
19337,32.0
19338,31.0
19339,28.0
19340,29.0
19341,34.0
19342,23.0
19343,28.0
19344,22.0
19345,33.0
19346,56.0
19347,23.0
19348,30.0
19349,30.0
19350,26.0
19351,26.0
19352,51.0
19353,31.0
19354,30.0
