,Monthly_Income
20083,60150.0
20084,24000.0
20085,35000.0
20086,30000.0
20087,25000.0
20088,20000.0
20089,69000.0
20090,40000.0
20091,30000.0
20092,20000.0
20093,39000.0
20094,11500.0
20095,65000.0
20096,9500.0
20097,14000.0
20098,35000.0
20099,27255.0
20100,37900.0
20101,27000.0
20102,95000.0
20103,18400.0
20104,95000.0
20105,12000.0
20106,50000.0
20107,27000.0
20108,65000.0
20109,40000.0
20110,95000.0
20111,30500.0
20112,95000.0
20113,16500.0
20114,36000.0
20115,34000.0
20116,23085.0
20117,12000.0
20118,44500.0
20119,13500.0
20120,20000.0
20121,68000.0
20122,32000.0
20123,20000.0
20124,95000.0
20125,65000.0
20126,22500.0
20127,36000.0
20128,50000.0
20129,95000.0
20130,18650.0
20131,35200.0
20132,50000.0
20133,3500.0
20134,58300.0
20135,60000.0
20136,40000.0
20137,42000.0
20138,60000.0
20139,95000.0
20140,15000.0
20141,13880.0
20142,25500.0
20143,60000.0
20144,20600.0
20145,14800.0
20146,60500.0
20147,0.0
20148,48000.0
20149,11232.0
20150,13000.0
20151,15000.0
20152,95000.0
20153,28000.0
20154,16000.0
20155,20000.0
20156,26000.0
20157,15300.0
20158,13000.0
20159,18000.0
20160,25000.0
20161,50000.0
20162,25000.0
20163,25000.0
20164,55000.0
20165,12500.0
20166,11995.0
20167,46500.0
20168,5000.0
20169,30000.0
20170,95000.0
20171,26000.0
20172,60000.0
20173,11890.0
20174,20000.0
20175,14000.0
20176,10500.0
20177,38000.0
20178,24606.0
20179,47000.0
20180,20500.0
20181,12000.0
20182,40000.0
20183,25000.0
20184,25000.0
20185,24000.0
20186,38000.0
20187,19000.0
20188,22600.0
20189,30000.0
20190,22000.0
20191,26500.0
20192,89000.0
20193,33000.0
20194,41667.0
20195,18000.0
20196,11000.0
20197,45000.0
20198,15030.0
20199,95000.0
20200,24000.0
20201,50000.0
20202,58333.0
20203,8700.0
20204,25000.0
20205,22000.0
20206,54000.0
20207,16000.0
20208,64000.0
20209,63000.0
20210,32000.0
20211,25000.0
20212,20000.0
20213,20000.0
20214,45600.0
20215,17000.0
20216,43000.0
20217,25000.0
20218,25000.0
20219,19500.0
20220,15000.0
20221,26160.0
20222,26000.0
20223,35000.0
20224,10000.0
20225,60000.0
20226,13333.0
20227,42000.0
20228,30000.0
20229,25000.0
20230,15000.0
20231,26000.0
20232,25000.0
20233,25000.0
20234,25000.0
20235,35500.0
20236,83333.0
20237,10000.0
20238,0.0
20239,18850.0
20240,17000.0
20241,18200.0
20242,30000.0
20243,41667.0
20244,16500.0
20245,85000.0
20246,17083.0
20247,54500.0
20248,40000.0
20249,11958.0
20250,21070.0
20251,40800.0
20252,10000.0
20253,18000.0
20254,22000.0
20255,95000.0
20256,25000.0
20257,50000.0
20258,15000.0
20259,54000.0
20260,26000.0
20261,75000.0
20262,95000.0
20263,24000.0
20264,20000.0
20265,11000.0
20266,73000.0
20267,14000.0
20268,43000.0
20269,20000.0
20270,25000.0
20271,14000.0
20272,57000.0
20273,20000.0
20274,10333.0
20275,27000.0
20276,25000.0
20277,13000.0
20278,26000.0
20279,58000.0
20280,35000.0
20281,30000.0
20282,54000.0
20283,23000.0
20284,13000.0
20285,10364.0
20286,50000.0
20287,48000.0
20288,90000.0
20289,94000.0
20290,80000.0
20291,58333.0
20292,30000.0
20293,20000.0
20294,18000.0
20295,95000.0
20296,12508.0
20297,20000.0
20298,22000.0
20299,44000.0
20300,12500.0
20301,82000.0
20302,27300.0
20303,95000.0
20304,18100.0
20305,46000.0
20306,30000.0
20307,44000.0
20308,25000.0
20309,65000.0
20310,95000.0
20311,5000.0
20312,16750.0
20313,32300.0
20314,35000.0
20315,15000.0
20316,30000.0
20317,40000.0
20318,43000.0
20319,20000.0
20320,19000.0
20321,15700.0
20322,15000.0
20323,40000.0
20324,15500.0
20325,20000.0
20326,70000.0
20327,95000.0
20328,12100.0
20329,25900.0
20330,21000.0
20331,30000.0
20332,50000.0
20333,12200.0
20334,25000.0
20335,50000.0
20336,14000.0
20337,20000.0
20338,10475.0
20339,17000.0
20340,64500.0
20341,22331.0
20342,70000.0
20343,44000.0
20344,73000.0
20345,22000.0
20346,25000.0
20347,60000.0
20348,15500.0
20349,25000.0
20350,10000.0
20351,23000.0
20352,90000.0
20353,25000.0
20354,12000.0
20355,34266.0
20356,15000.0
20357,41667.0
20358,26400.0
20359,20200.0
20360,27000.0
20361,23000.0
20362,40000.0
20363,82000.0
20364,20000.0
20365,54000.0
20366,49000.0
20367,53000.0
20368,20000.0
20369,47000.0
20370,20000.0
20371,21500.0
20372,19300.0
20373,35000.0
20374,35000.0
20375,13185.0
20376,50000.0
20377,18325.0
20378,23200.0
20379,15000.0
20380,35000.0
20381,70000.0
20382,20000.0
20383,40500.0
20384,26200.0
20385,25500.0
20386,83000.0
20387,38000.0
20388,25000.0
20389,42000.0
20390,25000.0
20391,33000.0
20392,75000.0
20393,8500.0
20394,58333.0
20395,15000.0
20396,26400.0
20397,16000.0
20398,27000.0
20399,40000.0
20400,95000.0
20401,17500.0
20402,23000.0
20403,50000.0
20404,16000.0
20405,12541.0
20406,27000.0
20407,11000.0
20408,18000.0
20409,15000.0
20410,18000.0
20411,16000.0
20412,18000.0
20413,95000.0
20414,18110.0
20415,32000.0
20416,20000.0
20417,50000.0
20418,95000.0
20419,53200.0
20420,15000.0
20421,25000.0
20422,41667.0
20423,30980.0
20424,11000.0
20425,37000.0
20426,75000.0
20427,50000.0
20428,20355.0
20429,22000.0
20430,28000.0
20431,47000.0
20432,12000.0
20433,17000.0
20434,25600.0
20435,58333.0
20436,54000.0
20437,80000.0
20438,18000.0
20439,25000.0
20440,51000.0
20441,25000.0
20442,20000.0
20443,17500.0
20444,58000.0
20445,24000.0
20446,20000.0
20447,12000.0
20448,75000.0
20449,30000.0
20450,13500.0
20451,95000.0
20452,95000.0
20453,14000.0
20454,15000.0
20455,51000.0
20456,16000.0
20457,20000.0
20458,24100.0
20459,63000.0
20460,27000.0
20461,25000.0
20462,20000.0
20463,29000.0
20464,95000.0
20465,13000.0
20466,13700.0
20467,22000.0
20468,44000.0
20469,16000.0
20470,65000.0
20471,22000.0
20472,20000.0
20473,23000.0
20474,19000.0
20475,95000.0
20476,12500.0
20477,30000.0
20478,20000.0
20479,68000.0
20480,61000.0
20481,10000.0
20482,6000.0
20483,36600.0
20484,25000.0
20485,25000.0
20486,20000.0
20487,20000.0
20488,48000.0
20489,70000.0
20490,56000.0
20491,18000.0
20492,25000.0
20493,20000.0
20494,15000.0
20495,80500.0
20496,11607.0
20497,25000.0
20498,17000.0
20499,25000.0
20500,50000.0
20501,30000.0
20502,95000.0
20503,25000.0
20504,95000.0
20505,30000.0
20506,95000.0
20507,95000.0
20508,11000.0
20509,13300.0
20510,20000.0
20511,31000.0
20512,11000.0
20513,56000.0
20514,48000.0
20515,17000.0
20516,26000.0
20517,15000.0
20518,0.0
20519,61000.0
20520,25000.0
20521,9500.0
20522,50000.0
20523,95000.0
20524,15585.0
20525,17000.0
20526,31000.0
20527,22000.0
20528,40000.0
20529,11000.0
20530,18000.0
20531,17675.0
20532,23000.0
20533,25000.0
20534,50000.0
20535,26000.0
20536,14000.0
20537,29000.0
20538,94000.0
20539,29000.0
20540,81000.0
20541,35000.0
20542,88000.0
20543,20000.0
20544,13000.0
20545,15000.0
20546,13400.0
20547,70000.0
20548,20000.0
20549,95000.0
20550,12000.0
20551,12000.0
20552,23000.0
20553,40000.0
20554,15500.0
20555,17500.0
20556,14890.0
20557,24000.0
20558,33000.0
20559,25000.0
20560,21000.0
20561,75000.0
20562,20000.0
20563,95000.0
20564,85000.0
20565,18000.0
20566,40000.0
20567,0.0
20568,23000.0
20569,20000.0
20570,15000.0
20571,95000.0
20572,14500.0
20573,10000.0
20574,50000.0
20575,10000.0
20576,14000.0
20577,15000.0
20578,15000.0
20579,72000.0
20580,30813.0
20581,60000.0
20582,68000.0
20583,25000.0
20584,10000.0
20585,34000.0
20586,39500.0
20587,30000.0
20588,40000.0
20589,20000.0
20590,15000.0
20591,70000.0
20592,22000.0
20593,24190.0
20594,49726.0
20595,9500.0
20596,21200.0
20597,30000.0
20598,7800.0
20599,52000.0
20600,15000.0
20601,8000.0
20602,21300.0
20603,24000.0
20604,95000.0
20605,21000.0
20606,95000.0
20607,25600.0
20608,40000.0
20609,40000.0
20610,29000.0
20611,36000.0
20612,25000.0
20613,30000.0
20614,30000.0
20615,40000.0
20616,55000.0
20617,12500.0
20618,18500.0
20619,25000.0
20620,7500.0
20621,50000.0
20622,15600.0
20623,15000.0
20624,95000.0
20625,60000.0
20626,20000.0
20627,21000.0
20628,26500.0
20629,15000.0
20630,21000.0
20631,21000.0
20632,37000.0
20633,12000.0
20634,14400.0
20635,15500.0
20636,95000.0
20637,20000.0
20638,9000.0
20639,28000.0
20640,83333.0
20641,33000.0
20642,14000.0
20643,19000.0
20644,40000.0
20645,45000.0
20646,95000.0
20647,41667.0
20648,25000.0
20649,16000.0
20650,50000.0
20651,25000.0
20652,30000.0
20653,16000.0
20654,17000.0
20655,20000.0
20656,14500.0
20657,8300.0
20658,30962.0
20659,9500.0
20660,65000.0
20661,17000.0
20662,6500.0
20663,70000.0
20664,32500.0
20665,50000.0
20666,66000.0
20667,15800.0
20668,95000.0
20669,50000.0
20670,8500.0
20671,15000.0
20672,22000.0
20673,95000.0
20674,35000.0
20675,12913.0
20676,20000.0
20677,15000.0
20678,17900.0
20679,22606.0
20680,95000.0
20681,47000.0
20682,26000.0
20683,27800.0
20684,95000.0
20685,15000.0
20686,20000.0
20687,12000.0
20688,32000.0
20689,25000.0
20690,75000.0
20691,18000.0
20692,30000.0
20693,19000.0
20694,35000.0
20695,25000.0
20696,45000.0
20697,41667.0
20698,21000.0
20699,10000.0
20700,16202.0
20701,20900.0
20702,22000.0
20703,11345.0
20704,50000.0
20705,7000.0
20706,95000.0
20707,17000.0
20708,16000.0
20709,19000.0
20710,12500.0
20711,22600.0
20712,47000.0
20713,18000.0
20714,0.0
20715,18000.0
20716,20000.0
20717,16800.0
20718,42000.0
20719,12000.0
20720,15000.0
20721,25000.0
20722,25000.0
20723,8500.0
20724,35000.0
20725,13000.0
20726,21000.0
20727,12700.0
20728,50500.0
20729,16000.0
20730,17000.0
20731,20000.0
20732,95000.0
20733,22000.0
20734,95000.0
20735,12000.0
20736,18000.0
20737,46000.0
20738,50000.0
20739,20750.0
20740,24500.0
20741,50000.0
20742,22000.0
20743,24119.0
20744,29500.0
20745,26000.0
20746,32000.0
20747,9000.0
20748,33000.0
20749,42000.0
20750,15400.0
20751,23000.0
20752,45000.0
20753,20000.0
20754,11000.0
20755,42000.0
20756,45000.0
20757,17000.0
20758,85000.0
20759,13000.0
20760,35000.0
20761,11500.0
20762,6000.0
20763,15400.0
20764,21000.0
20765,8000.0
20766,15000.0
20767,19000.0
20768,50000.0
20769,25000.0
20770,12000.0
20771,25000.0
20772,20000.0
20773,22000.0
20774,65000.0
20775,40000.0
20776,46000.0
20777,1667.0
20778,26666.0
20779,7081.0
20780,18600.0
20781,33000.0
20782,50000.0
20783,22000.0
20784,32000.0
20785,20000.0
20786,41667.0
20787,16000.0
20788,13000.0
20789,40000.0
20790,70000.0
20791,7000.0
20792,20040.0
20793,90000.0
20794,13000.0
20795,33941.0
20796,8200.0
20797,13500.0
20798,28500.0
20799,27000.0
20800,36000.0
20801,50000.0
20802,10000.0
20803,23000.0
20804,13200.0
20805,18000.0
20806,20000.0
20807,95000.0
20808,17400.0
20809,30000.0
20810,14076.0
20811,14000.0
20812,16400.0
20813,29200.0
20814,17000.0
20815,16680.0
20816,26000.0
20817,50000.0
20818,42000.0
20819,40000.0
20820,39400.0
20821,40000.0
20822,53000.0
20823,48000.0
20824,60000.0
20825,24000.0
20826,23000.0
20827,30000.0
20828,19000.0
20829,95000.0
20830,22300.0
20831,17000.0
20832,35500.0
20833,15000.0
20834,12543.0
20835,17000.0
20836,79500.0
20837,66000.0
20838,15000.0
20839,17000.0
20840,11000.0
20841,14000.0
20842,15000.0
20843,28500.0
20844,19000.0
20845,22946.0
20846,25000.0
20847,27000.0
20848,29000.0
20849,18000.0
20850,80000.0
20851,95000.0
20852,90000.0
20853,20000.0
20854,95000.0
20855,12700.0
20856,23000.0
20857,3000.0
20858,29500.0
20859,32000.0
20860,25360.0
20861,44500.0
20862,95000.0
20863,28614.0
20864,30900.0
20865,14000.0
20866,20500.0
20867,16666.0
20868,10000.0
20869,8000.0
20870,95000.0
20871,18000.0
20872,21500.0
20873,20000.0
20874,19000.0
20875,25000.0
20876,32000.0
20877,40000.0
20878,20000.0
20879,60000.0
20880,30000.0
20881,25000.0
20882,10000.0
20883,25000.0
20884,25000.0
20885,11000.0
20886,24000.0
20887,15000.0
20888,30000.0
20889,15000.0
20890,25000.0
20891,21000.0
20892,17000.0
20893,34448.0
20894,20000.0
20895,14500.0
20896,95000.0
20897,59800.0
20898,15050.0
20899,20500.0
20900,15000.0
20901,27500.0
20902,95000.0
20903,25000.0
20904,32000.0
20905,18245.0
20906,28000.0
20907,15000.0
20908,24000.0
20909,33800.0
20910,40000.0
20911,18000.0
20912,13200.0
20913,27300.0
20914,13000.0
20915,25000.0
20916,21000.0
20917,60000.0
20918,30000.0
20919,26190.0
20920,95000.0
20921,16500.0
20922,95000.0
20923,43000.0
20924,32000.0
20925,25000.0
20926,14000.0
20927,29000.0
20928,12500.0
20929,23000.0
20930,30000.0
20931,83000.0
20932,95000.0
20933,57000.0
20934,32000.0
20935,12500.0
20936,53000.0
20937,28000.0
20938,50000.0
20939,20000.0
20940,20000.0
20941,22000.0
20942,12000.0
20943,22200.0
20944,8093.0
20945,20000.0
20946,14000.0
20947,20000.0
20948,84000.0
20949,22000.0
20950,35000.0
20951,10000.0
20952,13341.0
20953,15000.0
20954,43000.0
20955,32000.0
20956,13500.0
20957,18000.0
20958,35000.0
20959,26000.0
20960,8000.0
20961,18000.0
20962,16000.0
20963,25000.0
20964,14000.0
20965,28000.0
20966,86000.0
20967,34480.0
20968,10000.0
20969,41667.0
20970,20000.0
20971,16557.0
20972,95000.0
20973,18000.0
20974,30000.0
20975,20000.0
20976,36500.0
20977,36000.0
20978,75000.0
20979,13000.0
20980,25000.0
20981,21000.0
20982,16800.0
20983,54000.0
20984,51000.0
20985,65000.0
20986,60000.0
20987,60000.0
20988,11500.0
20989,11928.0
20990,13000.0
20991,41667.0
20992,28000.0
20993,2500.0
20994,20400.0
20995,25.0
20996,26000.0
20997,16542.0
20998,30000.0
20999,12900.0
21000,95000.0
21001,95000.0
21002,56000.0
21003,15000.0
21004,16000.0
21005,95000.0
21006,20000.0
21007,36000.0
21008,37598.0
21009,20000.0
21010,16000.0
21011,31000.0
21012,25423.0
21013,21000.0
21014,18500.0
21015,1142.0
21016,38500.0
21017,11000.0
21018,25000.0
21019,41700.0
21020,45000.0
21021,18000.0
21022,35000.0
21023,18000.0
21024,15000.0
21025,36000.0
21026,25000.0
21027,16000.0
21028,40000.0
21029,14175.0
21030,37000.0
21031,30000.0
21032,40000.0
21033,18000.0
21034,10000.0
21035,42000.0
21036,85000.0
21037,25300.0
21038,15000.0
21039,14500.0
21040,28000.0
21041,25000.0
21042,23970.0
21043,50000.0
21044,21000.0
21045,50000.0
21046,15000.0
21047,10500.0
21048,30000.0
21049,57250.0
21050,15000.0
21051,40000.0
21052,20000.0
21053,30000.0
21054,26000.0
21055,35000.0
21056,20000.0
21057,35000.0
21058,17000.0
21059,39000.0
21060,12000.0
21061,7000.0
21062,28000.0
21063,20000.0
21064,16000.0
21065,11000.0
21066,21000.0
21067,26199.0
21068,39400.0
21069,40000.0
21070,24200.0
21071,15000.0
21072,53000.0
21073,95000.0
21074,3000.0
21075,26000.0
21076,55000.0
21077,12000.0
21078,40000.0
21079,23500.0
21080,30000.0
21081,10000.0
21082,27500.0
21083,34000.0
21084,15829.0
21085,50000.0
21086,35000.0
21087,17300.0
21088,25.0
21089,25000.0
21090,25500.0
21091,40000.0
21092,16000.0
21093,38000.0
21094,17000.0
21095,40000.0
21096,95000.0
21097,25000.0
21098,74764.0
21099,15000.0
21100,21000.0
21101,60000.0
21102,27000.0
21103,12000.0
21104,13890.0
21105,22500.0
21106,40000.0
21107,12000.0
21108,50000.0
21109,38000.0
21110,11790.0
21111,25000.0
21112,25000.0
21113,65000.0
21114,18000.0
21115,40000.0
21116,12000.0
21117,15000.0
21118,30000.0
21119,18000.0
21120,16000.0
21121,8000.0
21122,10000.0
21123,25000.0
21124,30407.0
21125,10000.0
21126,35000.0
21127,57000.0
21128,50000.0
21129,43.0
21130,25000.0
21131,32000.0
21132,30000.0
21133,20000.0
21134,1417.0
21135,27000.0
21136,31000.0
21137,45000.0
21138,15800.0
21139,50000.0
21140,10000.0
21141,65000.0
21142,16000.0
21143,15000.0
21144,12000.0
21145,30000.0
21146,31888.0
21147,20000.0
21148,21000.0
21149,90000.0
21150,45000.0
21151,26618.0
21152,36500.0
21153,22859.0
21154,21300.0
21155,20000.0
21156,50000.0
21157,20000.0
21158,10000.0
21159,50000.0
21160,37000.0
21161,19500.0
21162,16000.0
21163,95000.0
21164,25000.0
21165,40000.0
21166,40000.0
21167,25000.0
21168,15000.0
21169,16000.0
21170,35000.0
21171,18328.0
21172,11000.0
21173,22040.0
21174,27000.0
21175,16500.0
21176,60001.0
21177,6000.0
21178,61000.0
21179,18000.0
21180,13200.0
21181,48200.0
21182,34600.0
21183,16500.0
21184,30000.0
21185,28000.0
21186,22500.0
21187,64000.0
21188,30000.0
21189,37000.0
21190,15000.0
21191,29800.0
21192,15000.0
21193,8000.0
21194,37500.0
21195,35000.0
21196,50000.0
21197,23400.0
21198,17500.0
21199,35000.0
21200,33500.0
21201,34000.0
21202,10000.0
21203,17000.0
21204,23000.0
21205,14000.0
21206,49000.0
21207,15000.0
21208,95000.0
21209,2750.0
21210,12000.0
21211,39000.0
21212,25000.0
21213,18000.0
21214,19694.0
21215,20000.0
21216,25000.0
21217,58333.0
21218,19900.0
21219,34000.0
21220,40000.0
21221,69000.0
21222,24500.0
21223,35000.0
21224,10000.0
21225,15000.0
21226,79000.0
21227,34000.0
21228,26000.0
21229,18500.0
21230,33000.0
21231,42500.0
21232,50500.0
21233,20000.0
21234,15000.0
21235,12500.0
21236,25000.0
21237,75000.0
21238,38600.0
21239,20000.0
21240,55000.0
21241,26800.0
21242,13200.0
21243,52000.0
21244,15500.0
21245,28528.0
21246,24000.0
21247,18000.0
21248,30000.0
21249,14000.0
21250,13000.0
21251,14000.0
21252,15000.0
21253,8000.0
21254,12500.0
21255,47000.0
21256,9500.0
21257,11000.0
21258,15456.0
21259,12000.0
21260,51000.0
21261,90000.0
21262,41667.0
21263,17800.0
21264,42000.0
21265,95000.0
21266,95000.0
21267,23800.0
21268,18000.0
21269,10000.0
21270,40000.0
21271,76000.0
21272,13500.0
21273,25000.0
21274,12500.0
21275,35000.0
21276,16000.0
21277,39000.0
21278,95000.0
21279,15870.0
21280,54000.0
21281,95000.0
21282,35000.0
21283,41667.0
21284,30000.0
21285,16825.0
21286,33000.0
21287,95000.0
21288,21600.0
21289,21500.0
21290,24000.0
21291,25000.0
21292,12000.0
21293,30000.0
21294,20000.0
21295,16000.0
21296,20000.0
21297,95000.0
21298,15000.0
21299,60000.0
21300,12000.0
21301,32000.0
21302,12000.0
21303,13190.0
21304,45000.0
21305,25000.0
21306,12019.0
21307,12000.0
21308,16000.0
21309,17000.0
21310,13000.0
21311,26000.0
21312,24000.0
21313,95000.0
21314,8000.0
21315,13000.0
21316,26000.0
21317,41667.0
21318,15000.0
21319,40000.0
21320,95000.0
21321,43000.0
21322,65000.0
21323,15000.0
21324,51000.0
21325,95000.0
21326,14500.0
21327,42000.0
21328,32500.0
21329,50000.0
21330,60000.0
21331,22000.0
21332,48000.0
21333,36000.0
21334,15500.0
21335,65000.0
21336,23500.0
21337,15200.0
21338,13000.0
21339,34000.0
21340,30000.0
21341,25000.0
21342,95000.0
21343,21307.0
21344,13000.0
21345,25000.0
21346,59000.0
21347,15000.0
21348,35000.0
21349,24500.0
21350,10500.0
21351,50000.0
21352,24000.0
21353,30000.0
21354,54000.0
21355,25000.0
21356,23000.0
21357,22000.0
21358,28800.0
21359,18000.0
21360,15000.0
21361,52000.0
21362,20000.0
21363,28000.0
21364,12800.0
21365,35000.0
21366,21100.0
21367,15300.0
21368,30000.0
21369,25000.0
21370,10000.0
21371,21000.0
21372,14500.0
21373,14500.0
21374,52335.0
21375,21000.0
21376,35000.0
21377,21500.0
21378,30000.0
21379,25000.0
21380,10000.0
21381,16000.0
21382,24000.0
21383,25000.0
21384,38000.0
21385,18600.0
21386,94600.0
21387,20842.0
21388,83333.0
21389,15050.0
21390,15000.0
21391,60000.0
21392,17000.0
21393,40000.0
21394,13920.0
21395,18500.0
21396,62000.0
21397,12000.0
21398,65000.0
21399,25000.0
21400,87000.0
21401,15000.0
21402,16000.0
21403,33000.0
21404,21000.0
21405,20000.0
21406,48965.0
21407,38500.0
21408,28000.0
21409,35000.0
21410,65000.0
21411,17000.0
21412,20000.0
21413,11500.0
21414,30000.0
21415,27500.0
21416,38000.0
21417,37000.0
21418,30000.0
21419,36000.0
21420,10500.0
21421,30000.0
21422,28000.0
21423,20017.0
21424,15000.0
21425,37720.0
21426,52500.0
21427,5000.0
21428,12000.0
21429,27000.0
21430,20000.0
21431,10000.0
21432,55000.0
21433,25000.0
21434,10000.0
21435,9000.0
21436,28700.0
21437,10000.0
21438,35000.0
21439,27000.0
21440,15000.0
21441,95000.0
21442,27500.0
21443,25000.0
21444,25000.0
21445,15000.0
21446,17000.0
21447,95000.0
21448,13500.0
21449,25000.0
21450,95000.0
21451,14000.0
21452,24600.0
21453,95000.0
21454,33000.0
21455,13669.0
21456,23651.0
21457,20000.0
21458,60000.0
21459,25000.0
21460,60000.0
21461,18000.0
21462,25834.0
21463,15000.0
21464,55000.0
21465,17000.0
21466,17720.0
21467,80000.0
21468,9000.0
21469,22000.0
21470,16000.0
21471,50000.0
21472,17000.0
21473,14000.0
21474,42000.0
21475,32077.0
21476,15000.0
21477,41667.0
21478,15000.0
21479,19000.0
21480,2500.0
21481,14000.0
21482,95000.0
21483,58333.0
21484,50000.0
21485,12500.0
21486,10000.0
21487,20767.0
21488,95000.0
21489,60000.0
21490,16000.0
21491,17767.0
21492,24000.0
21493,50000.0
21494,20000.0
21495,19800.0
21496,35500.0
21497,22900.0
21498,40000.0
21499,58000.0
21500,10000.0
21501,58333.0
21502,55000.0
21503,40000.0
21504,16000.0
21505,37000.0
21506,12000.0
21507,19000.0
21508,95000.0
21509,95000.0
21510,57000.0
21511,17000.0
21512,16000.0
21513,14000.0
21514,68000.0
21515,40000.0
21516,52000.0
21517,35000.0
21518,56000.0
21519,21000.0
21520,13000.0
21521,30000.0
21522,27000.0
21523,31090.0
21524,70000.0
21525,21000.0
21526,25000.0
21527,60000.0
21528,22000.0
21529,30000.0
21530,38000.0
21531,23800.0
21532,18000.0
21533,25000.0
21534,95000.0
21535,50000.0
21536,18000.0
21537,10000.0
21538,23500.0
21539,50000.0
21540,10500.0
21541,10500.0
21542,33000.0
21543,15000.0
21544,10000.0
21545,15000.0
21546,7000.0
21547,34737.0
21548,11643.0
21549,28000.0
21550,32670.0
21551,37000.0
21552,95000.0
21553,95000.0
21554,30000.0
21555,18000.0
21556,25000.0
21557,50000.0
21558,50000.0
21559,95000.0
21560,39000.0
21561,10000.0
21562,40000.0
21563,25000.0
21564,13800.0
21565,19000.0
21566,33000.0
21567,57000.0
21568,12550.0
21569,14900.0
21570,10500.0
21571,38000.0
21572,25700.0
21573,95000.0
21574,18200.0
21575,12000.0
21576,50000.0
21577,20000.0
21578,35000.0
21579,21000.0
21580,95000.0
21581,12000.0
21582,12000.0
21583,30000.0
21584,10000.0
21585,51000.0
21586,14000.0
21587,40000.0
21588,25000.0
21589,18500.0
21590,95000.0
21591,10500.0
21592,50000.0
21593,20000.0
21594,10500.0
21595,13750.0
21596,23229.0
21597,26500.0
21598,25176.0
21599,30000.0
21600,55000.0
21601,15000.0
21602,16000.0
21603,95000.0
21604,30000.0
21605,17000.0
21606,42000.0
21607,30000.0
21608,31000.0
21609,95000.0
21610,19500.0
21611,13500.0
21612,50000.0
21613,30000.0
21614,33500.0
21615,20000.0
21616,25000.0
21617,57000.0
21618,10000.0
21619,30000.0
21620,41667.0
21621,76500.0
21622,46000.0
21623,16609.0
21624,41000.0
21625,19000.0
21626,55000.0
21627,20000.0
21628,30000.0
21629,30000.0
21630,21000.0
21631,16823.0
21632,20000.0
21633,27000.0
21634,20000.0
21635,11000.0
21636,27000.0
21637,22000.0
21638,6300.0
21639,15000.0
21640,15000.0
21641,41667.0
21642,95000.0
21643,20000.0
21644,35000.0
21645,41667.0
21646,95000.0
21647,25000.0
21648,78000.0
21649,25000.0
21650,22000.0
21651,28000.0
21652,10000.0
21653,25000.0
21654,95000.0
21655,15000.0
21656,37000.0
21657,41667.0
21658,82000.0
21659,11500.0
21660,26000.0
21661,30000.0
21662,30000.0
21663,11200.0
21664,5000.0
21665,23500.0
21666,12000.0
21667,16000.0
21668,13500.0
21669,65000.0
21670,12000.0
21671,17600.0
21672,25000.0
21673,60000.0
21674,20000.0
21675,7000.0
21676,16538.0
21677,20000.0
21678,11500.0
21679,60000.0
21680,15000.0
21681,62500.0
21682,18000.0
21683,30000.0
21684,25000.0
21685,26000.0
21686,17000.0
21687,14500.0
21688,18000.0
21689,16598.0
21690,80000.0
21691,54000.0
21692,15000.0
21693,38000.0
21694,12000.0
21695,17000.0
21696,12000.0
21697,18000.0
21698,9500.0
21699,25000.0
21700,16350.0
21701,15000.0
21702,95000.0
21703,21214.0
21704,31000.0
21705,15000.0
21706,15000.0
21707,10000.0
21708,13200.0
21709,25000.0
21710,45000.0
21711,15000.0
21712,30000.0
21713,35000.0
21714,11500.0
21715,26000.0
21716,20000.0
21717,21000.0
21718,36000.0
21719,20000.0
21720,15000.0
21721,12700.0
21722,29000.0
21723,95000.0
21724,30000.0
21725,29800.0
21726,10970.0
21727,26000.0
21728,15800.0
21729,22000.0
21730,16000.0
21731,16000.0
21732,16000.0
21733,15000.0
21734,17000.0
21735,24800.0
21736,24000.0
21737,30000.0
21738,50000.0
21739,35000.0
21740,30000.0
21741,34000.0
21742,60000.0
21743,3167.0
21744,22000.0
21745,9000.0
21746,43000.0
21747,19000.0
21748,34000.0
21749,10000.0
21750,38500.0
21751,17500.0
21752,25000.0
21753,40000.0
21754,12000.0
21755,18500.0
21756,16500.0
21757,20000.0
21758,55000.0
21759,35000.0
21760,20000.0
21761,20000.0
21762,27000.0
21763,52500.0
21764,20000.0
21765,33500.0
21766,14050.0
21767,44000.0
21768,18000.0
21769,20000.0
21770,24900.0
21771,30000.0
21772,22000.0
21773,95000.0
21774,11000.0
21775,30500.0
21776,18000.0
21777,18800.0
21778,45000.0
21779,25000.0
21780,95000.0
21781,31700.0
21782,13000.0
21783,9000.0
21784,13000.0
21785,43000.0
21786,12000.0
21787,15000.0
21788,30000.0
21789,9000.0
21790,10000.0
21791,25000.0
21792,90000.0
21793,15200.0
21794,58333.0
21795,12000.0
21796,50000.0
21797,41667.0
21798,20000.0
21799,60000.0
21800,95000.0
21801,11000.0
21802,50000.0
21803,25000.0
21804,16598.0
21805,95000.0
21806,55000.0
21807,95000.0
21808,50000.0
21809,45600.0
21810,12500.0
21811,55000.0
21812,58333.0
21813,22000.0
21814,28000.0
21815,40000.0
21816,7000.0
21817,20000.0
21818,50000.0
21819,21000.0
21820,21000.0
21821,18500.0
21822,37740.0
21823,12500.0
21824,95000.0
21825,16000.0
21826,37600.0
21827,50000.0
21828,35000.0
21829,18500.0
21830,25000.0
21831,11000.0
